"","Control_T09_Rep1","Control_T09_Rep3","Control_T09_Rep4","Control_T12_Rep1","Control_T12_Rep3","Control_T12_Rep4","Control_T15_Rep1","Control_T15_Rep3","Control_T15_Rep4","Control_T18_Rep1","Control_T18_Rep3","Control_T18_Rep4","Control_T21_Rep1","Control_T21_Rep3","Control_T21_Rep4","Control_T24_Rep1","Control_T24_Rep3","Control_T24_Rep4","Control_T27_Rep1","Control_T27_Rep3","Control_T27_Rep4","Control_T30_Rep1","Control_T30_Rep3","Control_T30_Rep4","Control_T33_Rep1","Control_T33_Rep3","Control_T33_Rep4","Control_T36_Rep1","Control_T36_Rep4","Control_T39_Rep1","Control_T39_Rep4","Control_T42_Rep1","Control_T42_Rep3","Control_T42_Rep4","Infected_T09_Rep1","Infected_T09_Rep3","Infected_T09_Rep4","Infected_T12_Rep1","Infected_T12_Rep3","Infected_T12_Rep4","Infected_T15_Rep1","Infected_T15_Rep3","Infected_T15_Rep4","Infected_T18_Rep1","Infected_T18_Rep3","Infected_T18_Rep4","Infected_T21_Rep1","Infected_T21_Rep3","Infected_T21_Rep4","Infected_T24_Rep1","Infected_T24_Rep3","Infected_T24_Rep4","Infected_T27_Rep1","Infected_T27_Rep3","Infected_T27_Rep4","Infected_T30_Rep1","Infected_T30_Rep3","Infected_T30_Rep4","Infected_T33_Rep1","Infected_T33_Rep3","Infected_T33_Rep4","Infected_T36_Rep1","Infected_T36_Rep3","Infected_T36_Rep4","Infected_T39_Rep1","Infected_T39_Rep3","Infected_T39_Rep4","Infected_T42_Rep1","Infected_T42_Rep3","Infected_T42_Rep4"
"Lsat_1_v5_gn_0_18280",5.25730008725563,5.37452993700427,5.54872903739898,5.61235934383026,5.48152414219356,6.03295013370934,5.48143991587269,5.91561436575089,5.67130653286763,5.78547008676216,5.81202626816142,5.81167455186213,5.81197921901003,5.58020488944645,5.64195345052556,5.41060248215895,5.44624197308057,5.17218802257232,5.44647392150082,5.61263823171509,5.5476203101166,5.78460706018849,5.37440199990975,5.58088420360007,5.17252941744594,5.17349076398967,5.64294637923051,4.87562832402496,5.81349936934658,5.41083815116816,5.96396127230047,5.78847622265243,5.70136495514554,5.83879647935863,5.58215793110335,5.78572038467722,5.03432868532792,5.12780221913882,5.75687298053165,4.75670522725673,5.25761101983955,5.70162919379452,5.0818892436056,5.12914898883387,5.72882892187891,5.75766457997209,5.44682813240694,5.29761579697174,5.54762427460397,5.25814514621577,5.58059187679061,5.44756332624886,5.08180923931181,5.37498649190473,5.44743089669761,5.54903191361928,5.25807194660127,5.29887184204165,5.13028652163668,5.54920826481174,5.29824913417111,4.9314857188573,5.08395836366594,5.48331393585991,5.08338442564484,5.4122566652246,5.21716221976787,5.70384590000383,4.93051140697359,4.54895985756029
"Lsat_1_v5_gn_0_18301",8.79783848113567,9.55557104757995,9.44042723607309,8.71916915452263,8.38382466105072,8.72475637237273,8.56247209319581,8.90233225523827,8.81302909589959,9.28374570989874,8.81372228796401,8.97396454015698,9.00280794901984,8.70764627430208,8.92792203258589,9.40510004559295,9.30369180188611,9.44244026145785,8.95141406969541,9.00774375500545,8.7777128320972,9.30092822403893,9.26279356375972,8.88102263113372,9.90103111208614,9.42176438774956,9.5961833815395,9.90279392233914,9.30604604569013,9.40973031088505,9.04573883904924,9.25522598994038,8.74519139290898,9.09077648817473,9.90759889089294,9.80040028666314,9.35931372621326,8.39574808148286,8.121994594523,8.69073782956526,8.94624599119345,9.03435547117869,8.63313533882904,9.25252826314427,8.89058412583916,8.96867942894204,9.25112223203737,8.5661989703178,8.56168255281541,9.22101135444923,9.28660202390998,8.79614496567794,9.26950958897464,8.91136845549832,8.8280958342844,9.24044160496823,8.89332991688441,9.09274895210133,9.58181706120483,9.56273382644306,9.52530426673904,9.29410822740858,8.70786475579609,9.09366329445592,9.03384025221661,9.1471847251593,9.01118074122775,9.16408875846628,8.38717747799961,8.66616039137261
"Lsat_1_v5_gn_0_18680",3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663
"Lsat_1_v5_gn_0_18701",3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663
"Lsat_1_v5_gn_0_18740",3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663
"Lsat_1_v5_gn_0_18840",3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663
"Lsat_1_v5_gn_0_18880",3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663
"Lsat_1_v5_gn_0_18900",3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663
"Lsat_1_v5_gn_0_19000",3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663
"Lsat_1_v5_gn_0_19021",4.02637262467093,3.84585685410983,4.27794988230132,3.8460006404556,3.40401268267663,3.40401268267663,3.84582388838337,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,4.0263027820913,3.40401268267663,3.84576062853255,4.02626305365318,3.84569826554876,3.40401268267663,3.40401268267663,3.40401268267663,3.40401268267663,4.02615337885897,3.84582409613192,4.46663997732649,3.84572287747818,3.40401268267663,3.40401268267663,3.40401268267663,3.84606818218857,3.40401268267663,3.84594046874762,4.93307070195667,4.54733148953838,3.40401268267663,3.84627489074688,4.16352979143122,4.37758629434265,3.84568339768479,3.40401268267663,4.16354973852415,3.84586333194505,3.40401268267663,4.27762928750638,4.27814832291469,3.40401268267663,5.2571363402251,4.98357764742753,4.02641405852115,4.16323247270502,4.16375667925657,4.87605918710643,5.12901538488261,4.54722877391614,5.29823809279987,4.98407081440422,4.46678991507969,5.86537927392544,5.89146881237677,6.55782196878071,5.44776675870207,5.6428780219148,6.20400149012204,5.61404140501815,4.93241716284307,5.84061467981488,5.94075960372528,6.32000555745715,6.22580248120923,6.28027878465055,6.24582627269844
"Lsat_1_v5_gn_0_19261",7.12314006179413,6.50758877461711,6.44227639476109,7.07134471642729,6.57043267307288,6.55473288438737,6.65970728197221,6.98198815305971,6.71525560312267,7.41436405906048,7.09133351538337,6.79627236426623,6.07715053448128,6.42452574734761,6.8732914411802,6.88532238788568,5.2569955359959,6.14085821209371,6.52305542182365,6.30096189128071,6.60007659014168,7.03643057178808,6.47487588604433,6.5556326859612,6.50689075270954,6.40828438675314,6.14263281883371,6.79681712979073,6.03422427237628,6.35430817184203,6.82374452405714,5.84178824786259,6.12069858312257,6.44158751468737,6.42691626443279,6.92270119385079,6.87453108226824,7.20354696373951,7.16292840832672,6.73042445632858,5.54831496649463,6.52368256060743,6.33643703607315,6.52467211060301,6.22167514253093,6.38960257986038,6.49134683247171,4.54731679845571,6.67339078951544,6.99363524100486,6.45871801944859,6.66079438113905,6.47461668177225,6.58641064481162,6.58652104394727,6.26297220029652,7.08203539432893,6.3562354699234,6.92555061212389,6.52473897536613,6.52420753634056,6.61662281628467,6.42754610502714,6.18528033910279,6.83813541898249,6.14324932719814,6.63235683375968,6.71931489659119,6.75656798052064,7.50871555364825
